"Gene","miRNA","Drug"
"HSP90AA1","hsa-mir-5004","tetrahydrobiopterin"
"HSP90AA1","hsa-mir-5004","dexamethasone"
"HSP90AA1","hsa-mir-5004","methylprednisolone"
"HSP90AA1","hsa-mir-5004","hydrocortisone"
"HSP90AA1","hsa-mir-5004","beclomethasone"
"HSP90AA1","hsa-mir-5004","triamcinolone"
"HSP90AA1","hsa-mir-5004","busulfan"
"HSP90AA1","hsa-mir-5004","desonide"
"HSP90AA1","hsa-mir-5004","prednisone"
"HSP90AA1","hsa-mir-5004","budesonide"
"HSP90AA1","hsa-mir-5004","glucose"
"HSP90AA1","hsa-mir-5004","prednisolone"
"HTR1B","hsa-mir-6805","citalopram"
"HTR1D","hsa-mir-17","raloxifene"
"HTR1D","hsa-mir-17","rabeprazole"
"HTR1D","hsa-mir-17","zolmitriptan"
"HTR7","hsa-mir-3074","pravastatin"
"HTR7","hsa-mir-3074","atorvastatin"
"IL10","hsa-mir-181a-2","prednisone"
"IL10","hsa-mir-181a-2","dexamethasone"
"IL10","hsa-mir-181a-2","diclofenac"
"IL1A","hsa-mir-1976","dexamethasone"
"IL1A","hsa-mir-4420","dexamethasone"
"IL1A","hsa-mir-1915","dexamethasone"
"IL1A","hsa-mir-4419b","dexamethasone"
"IL1A","hsa-mir-4715","dexamethasone"
"IL1R1","hsa-mir-655","methotrexate"
"IL2RA","hsa-mir-411","tacrolimus"
"IRS2","hsa-mir-329-2","prednisolone"
"ITGAL","hsa-mir-147b","methotrexate"
"JAG1","hsa-mir-4645","estradiol"
"JAG1","hsa-mir-4645","tamoxifen"
"JAG1","hsa-mir-3074","estradiol"
"JAG1","hsa-mir-3074","tamoxifen"
"KATNB1","hsa-mir-500a","methotrexate"
"KATNB1","hsa-mir-6739","methotrexate"
"KCNH2","hsa-mir-99b","loratadine"
"KCNH2","hsa-mir-99b","cimetidine"
"KCNH2","hsa-mir-99b","chlorpromazine"
"KCNH2","hsa-mir-99b","olanzapine"
"KCNH2","hsa-mir-99b","sparfloxacin"
"KCNH2","hsa-mir-99b","droperidol"
"KCNH2","hsa-mir-99b","procainamide"
"KCNH2","hsa-mir-99b","haloperidol"
"KCNH2","hsa-mir-99b","chloroquine"
"KCNH2","hsa-mir-99b","moxifloxacin"
"KCNH2","hsa-mir-99b","perhexiline"
"KCNH2","hsa-mir-99b","thioridazine"
"KCNH2","hsa-mir-99b","erythromycin"
"KCNH2","hsa-mir-99b","trazodone"
"KCNH2","hsa-mir-99b","pimozide"
"KCNH2","hsa-mir-99b","sotalol"
"KCNH2","hsa-mir-99b","chlorpheniramine"
"KCNH2","hsa-mir-99b","fluvoxamine"
"KCNH2","hsa-mir-99b","quinidine"
"KCNH2","hsa-mir-99b","lovastatin"
"KCNH2","hsa-mir-99b","mexiletine"
"KCNH2","hsa-mir-99b","bepridil"
"KCNH2","hsa-mir-99b","domperidone"
"KCNH2","hsa-mir-99b","quetiapine"
"KCNH2","hsa-mir-99b","fluoxetine"
"KCNH2","hsa-mir-99b","methadone"
"KCNH2","hsa-mir-99b","disopyramide"
"KCNH2","hsa-mir-99b","hydroxyzine"
"KCNH2","hsa-mir-99b","doxepin"
"KCNH2","hsa-mir-99b","amiodarone"
"KCNJ11","hsa-mir-3136","diazoxide"
"KCNJ11","hsa-mir-3136","repaglinide"
"KCNJ2","hsa-mir-5003","erythromycin"
"KCNJ2","hsa-mir-5003","methadone"
"KCNJ2","hsa-mir-5003","pimozide"
"KCNJ2","hsa-mir-5003","bepridil"
"KCNJ2","hsa-mir-5003","procainamide"
"KCNJ2","hsa-mir-5003","disopyramide"
"KCNJ2","hsa-mir-5003","thioridazine"
"KCNJ2","hsa-mir-5003","chloroquine"
"KCNJ2","hsa-mir-5003","haloperidol"
"KCNJ2","hsa-mir-5003","sparfloxacin"
"KCNJ2","hsa-mir-5003","droperidol"
"KCNJ2","hsa-mir-5003","chlorpromazine"
"KCNJ2","hsa-mir-5003","domperidone"
"KCNJ2","hsa-mir-5003","sotalol"
"KCNJ2","hsa-mir-5003","amiodarone"
"KCNJ2","hsa-mir-5003","quinidine"
"KCNJ2","hsa-mir-141","erythromycin"
"KCNJ2","hsa-mir-141","methadone"
"KCNJ2","hsa-mir-141","pimozide"
"KCNJ2","hsa-mir-141","bepridil"
"KCNJ2","hsa-mir-141","procainamide"
"KCNJ2","hsa-mir-141","disopyramide"
"KCNJ2","hsa-mir-141","thioridazine"
"KCNJ2","hsa-mir-141","chloroquine"
"KCNJ2","hsa-mir-141","haloperidol"
"KCNJ2","hsa-mir-141","sparfloxacin"
"KCNJ2","hsa-mir-141","droperidol"
"KCNJ2","hsa-mir-141","chlorpromazine"
"KCNJ2","hsa-mir-141","domperidone"
"KCNJ2","hsa-mir-141","sotalol"
"KCNJ2","hsa-mir-141","amiodarone"
"KCNJ2","hsa-mir-141","quinidine"
"KCNJ2","hsa-mir-486-1","erythromycin"
"KCNJ2","hsa-mir-486-1","methadone"
"KCNJ2","hsa-mir-486-1","pimozide"
"KCNJ2","hsa-mir-486-1","bepridil"
"KCNJ2","hsa-mir-486-1","procainamide"
"KCNJ2","hsa-mir-486-1","disopyramide"
"KCNJ2","hsa-mir-486-1","thioridazine"
"KCNJ2","hsa-mir-486-1","chloroquine"
"KCNJ2","hsa-mir-486-1","haloperidol"
"KCNJ2","hsa-mir-486-1","sparfloxacin"
"KCNJ2","hsa-mir-486-1","droperidol"
"KCNJ2","hsa-mir-486-1","chlorpromazine"
"KCNJ2","hsa-mir-486-1","domperidone"
"KCNJ2","hsa-mir-486-1","sotalol"
"KCNJ2","hsa-mir-486-1","amiodarone"
"KCNJ2","hsa-mir-486-1","quinidine"
"KCNJ5","hsa-mir-548f-1","quinidine"
"KCNJ5","hsa-mir-548f-1","chlorpromazine"
"KCNJ5","hsa-mir-548f-1","amiodarone"
"KCNJ5","hsa-mir-548f-1","pimozide"
"KCNJ5","hsa-mir-548f-1","droperidol"
"KCNJ5","hsa-mir-548f-1","disopyramide"
"KCNJ5","hsa-mir-548f-1","thioridazine"
"KCNJ5","hsa-mir-548f-1","domperidone"
"KCNJ5","hsa-mir-548f-1","procainamide"
"KCNJ5","hsa-mir-548f-1","sotalol"
"KCNJ5","hsa-mir-548f-1","bepridil"
"KCNJ5","hsa-mir-548f-1","haloperidol"
"KCNJ5","hsa-mir-548f-1","chloroquine"
"KCNJ5","hsa-mir-548f-1","sparfloxacin"
"KCNJ5","hsa-mir-548f-1","erythromycin"
"KCNJ5","hsa-mir-548f-1","methadone"
"KCNJ5","hsa-mir-651","quinidine"
"KCNJ5","hsa-mir-651","chlorpromazine"
"KCNJ5","hsa-mir-651","amiodarone"
"KCNJ5","hsa-mir-651","pimozide"
"KCNJ5","hsa-mir-651","droperidol"
"KCNJ5","hsa-mir-651","disopyramide"
"KCNJ5","hsa-mir-651","thioridazine"
"KCNJ5","hsa-mir-651","domperidone"
"KCNJ5","hsa-mir-651","procainamide"
"KCNJ5","hsa-mir-651","sotalol"
"KCNJ5","hsa-mir-651","bepridil"
"KCNJ5","hsa-mir-651","haloperidol"
"KCNJ5","hsa-mir-651","chloroquine"
"KCNJ5","hsa-mir-651","sparfloxacin"
"KCNJ5","hsa-mir-651","erythromycin"
"KCNJ5","hsa-mir-651","methadone"
"KCNQ1","hsa-mir-194-2","disopyramide"
"KCNQ1","hsa-mir-194-2","thioridazine"
"KCNQ1","hsa-mir-194-2","epinephrine"
"KCNQ1","hsa-mir-194-2","quinidine"
"KCNQ1","hsa-mir-194-2","haloperidol"
"KCNQ1","hsa-mir-194-2","droperidol"
"KCNQ1","hsa-mir-194-2","methadone"
"KCNQ1","hsa-mir-194-2","chlorpromazine"
"KCNQ1","hsa-mir-194-2","pimozide"
"KCNQ1","hsa-mir-194-2","chloroquine"
"KCNQ1","hsa-mir-194-2","domperidone"
"KCNQ1","hsa-mir-194-2","sibutramine"
"KCNQ1","hsa-mir-194-2","amiodarone"
"KCNQ1","hsa-mir-194-2","sotalol"
"KCNQ1","hsa-mir-194-2","procainamide"
"KCNQ1","hsa-mir-194-2","erythromycin"
"KCNQ1","hsa-mir-194-2","sparfloxacin"
"KCNQ1","hsa-mir-194-2","bepridil"
"KCNQ1","hsa-mir-192","disopyramide"
"KCNQ1","hsa-mir-192","thioridazine"
"KCNQ1","hsa-mir-192","epinephrine"
"KCNQ1","hsa-mir-192","quinidine"
"KCNQ1","hsa-mir-192","haloperidol"
"KCNQ1","hsa-mir-192","droperidol"
"KCNQ1","hsa-mir-192","methadone"
"KCNQ1","hsa-mir-192","chlorpromazine"
"KCNQ1","hsa-mir-192","pimozide"
"KCNQ1","hsa-mir-192","chloroquine"
"KCNQ1","hsa-mir-192","domperidone"
"KCNQ1","hsa-mir-192","sibutramine"
"KCNQ1","hsa-mir-192","amiodarone"
"KCNQ1","hsa-mir-192","sotalol"
"KCNQ1","hsa-mir-192","procainamide"
"KCNQ1","hsa-mir-192","erythromycin"
"KCNQ1","hsa-mir-192","sparfloxacin"
"KCNQ1","hsa-mir-192","bepridil"
"KHDRBS3","hsa-mir-1254-1","lamivudine"
"KIF3A","hsa-mir-29c","methotrexate"
"KISS1","hsa-mir-1228","estrone"
"KISS1","hsa-mir-1228","estradiol"
"KLF9","hsa-mir-769","prednisolone"
"LAT","hsa-mir-581","tacrolimus"
"LRIG3","hsa-mir-6511b-1","salbutamol"
"LRRC32","hsa-mir-584","cisplatin"
"LTBR","hsa-mir-141","busulfan"
"LTBR","hsa-mir-200c","busulfan"
"MAOA","hsa-mir-664b","dopamine"
"MAOA","hsa-mir-664b","fluvoxamine"
"MAOA","hsa-mir-664b","norepinephrine"
"MAOA","hsa-mir-664b","citalopram"
"MAOA","hsa-mir-664b","sertraline"
"MAOA","hsa-mir-664b","paroxetine"
"MAOA","hsa-mir-664b","fluoxetine"
"MAOA","hsa-mir-576","dopamine"
"MAOA","hsa-mir-576","fluvoxamine"
"MAOA","hsa-mir-576","norepinephrine"
"MAOA","hsa-mir-576","citalopram"
"MAOA","hsa-mir-576","sertraline"
"MAOA","hsa-mir-576","paroxetine"
"MAOA","hsa-mir-576","fluoxetine"
"MAP2K1","hsa-mir-223","azathioprine"
"MAP2K1","hsa-mir-223","imatinib"
"MAP2K1","hsa-mir-223","tacrolimus"
"MAP2K1","hsa-mir-223","prednisolone"
"MAP2K1","hsa-mir-223","aspirin"
"MAP2K1","hsa-mir-223","chloroquine"
"MAP2K4","hsa-mir-1180","imatinib"
"MAP2K4","hsa-mir-1180","tacrolimus"
"MAP2K4","hsa-mir-1180","chloroquine"
"MAP2K4","hsa-mir-4787","imatinib"
"MAP2K4","hsa-mir-4787","tacrolimus"
"MAP2K4","hsa-mir-4787","chloroquine"
"MAP3K7","hsa-mir-30b","dexamethasone"
"MAPK1","hsa-mir-3152","tacrolimus"
"MAPK1","hsa-mir-3152","dopamine"
"MAPK1","hsa-mir-3152","aspirin"
"MAPK1","hsa-mir-3152","colchicine"
"MAPK1","hsa-mir-3152","progesterone"
"MAPK1","hsa-mir-3152","chloroquine"
"MAPK1","hsa-mir-3152","isoproterenol"
"MAPK3","hsa-mir-937","aspirin"
"MAPK3","hsa-mir-937","chloroquine"
"MAPK3","hsa-mir-937","imatinib"
"MAPK3","hsa-mir-937","progesterone"
"MAPK3","hsa-mir-937","isoproterenol"
"MAPK3","hsa-mir-937","tacrolimus"
"MAPK3","hsa-mir-328","aspirin"
"MAPK3","hsa-mir-328","chloroquine"
"MAPK3","hsa-mir-328","imatinib"
"MAPK3","hsa-mir-328","progesterone"
"MAPK3","hsa-mir-328","isoproterenol"
"MAPK3","hsa-mir-328","tacrolimus"
"MAPK3","hsa-mir-3942","aspirin"
"MAPK3","hsa-mir-3942","chloroquine"
"MAPK3","hsa-mir-3942","imatinib"
"MAPK3","hsa-mir-3942","progesterone"
"MAPK3","hsa-mir-3942","isoproterenol"
"MAPK3","hsa-mir-3942","tacrolimus"
"MAPK7","hsa-mir-1260b","docetaxel"
"MAPK7","hsa-mir-1180","docetaxel"
"MAPK8","hsa-mir-500a","chloroquine"
"MAPK8","hsa-mir-500a","imatinib"
"MAPK8","hsa-mir-500a","tacrolimus"
"MAPK9","hsa-mir-340","tacrolimus"
"MASP1","hsa-mir-24-1","magnesium"
"MASP1","hsa-mir-378a","magnesium"
"MASP1","hsa-mir-24-2","magnesium"
"MASP1","hsa-mir-624","magnesium"
"MCL1","hsa-mir-1269a","prednisolone"
"MCL1","hsa-mir-1269a","cisplatin"
"MCL1","hsa-mir-1269a","imatinib"
"MCL1","hsa-mir-1269a","fludarabine"
"MCM5","hsa-mir-3909","ibuprofen"
"MECP2","hsa-mir-4787","tamoxifen"
"MEF2D","hsa-mir-1254-2","tacrolimus"
"MET","hsa-mir-3170","doxorubicin"
"MITF","hsa-mir-584","imatinib"
"MITF","hsa-mir-5695","imatinib"
"MLH1","hsa-mir-3127","docetaxel"
"MLH1","hsa-mir-3127","leucovorin"
"MLH1","hsa-mir-3127","cisplatin"
"MLH1","hsa-mir-3127","procarbazine"
"MMP1","hsa-mir-3127","doxorubicin"
"MMP2","hsa-mir-125b-2","letrozole"
"MMP2","hsa-mir-125b-1","letrozole"
"MMP3","hsa-mir-425","pravastatin"
"MMP9","hsa-mir-629","celecoxib"
"MMP9","hsa-mir-629","cisplatin"
"MSH6","hsa-mir-548au","prednisone"
"MTHFD2","hsa-mir-3677","methotrexate"
"MTHFD2","hsa-mir-455","methotrexate"
"MYC","hsa-mir-218-1","tamoxifen"
"MYC","hsa-mir-218-1","cisplatin"
"MYC","hsa-mir-218-1","busulfan"
"MYC","hsa-mir-218-1","estradiol"
"MYC","hsa-mir-218-1","estrone"
"MYC","hsa-mir-218-1","imatinib"
"MYC","hsa-mir-218-2","tamoxifen"
"MYC","hsa-mir-218-2","cisplatin"
"MYC","hsa-mir-218-2","busulfan"
"MYC","hsa-mir-218-2","estradiol"
"MYC","hsa-mir-218-2","estrone"
"MYC","hsa-mir-218-2","imatinib"
"MYC","hsa-mir-582","tamoxifen"
"MYC","hsa-mir-582","cisplatin"
"MYC","hsa-mir-582","busulfan"
"MYC","hsa-mir-582","estradiol"
"MYC","hsa-mir-582","estrone"
"MYC","hsa-mir-582","imatinib"
"MYD88","hsa-mir-26b","dexamethasone"
"MYD88","hsa-mir-132","dexamethasone"
"MYD88","hsa-mir-5691","dexamethasone"
"MYT1","hsa-let-7b","progesterone"
"NAMPT","hsa-mir-4715","niacin"
"NDUFS4","hsa-mir-18a","metformin"
"NEK2","hsa-mir-455","cisplatin"
"NF1","hsa-mir-6875","triamcinolone"
"NF1","hsa-mir-6875","desonide"
"NF1","hsa-mir-6875","beclomethasone"
"NF1","hsa-mir-6875","flunisolide"
"NF1","hsa-mir-6875","dexamethasone"
"NF1","hsa-mir-6875","budesonide"
"NF1","hsa-mir-6875","hydrocortisone"
"NF1","hsa-mir-6875","prednisolone"
"NF1","hsa-mir-6875","methylprednisolone"
"NF1","hsa-mir-6875","prednisone"
"NF1","hsa-mir-423","triamcinolone"
"NF1","hsa-mir-423","desonide"
"NF1","hsa-mir-423","beclomethasone"
"NF1","hsa-mir-423","flunisolide"
"NF1","hsa-mir-423","dexamethasone"
"NF1","hsa-mir-423","budesonide"
"NF1","hsa-mir-423","hydrocortisone"
"NF1","hsa-mir-423","prednisolone"
"NF1","hsa-mir-423","methylprednisolone"
"NF1","hsa-mir-423","prednisone"
"NFKB1","hsa-mir-576","azathioprine"
"NFKB1","hsa-mir-576","doxorubicin"
"NFKB1","hsa-mir-147b","azathioprine"
"NFKB1","hsa-mir-147b","doxorubicin"
"NOS3","hsa-mir-3942","flunisolide"
"NOS3","hsa-mir-3942","fluvastatin"
"NOS3","hsa-mir-3942","triamcinolone"
"NOS3","hsa-mir-3942","phenylephrine"
"NOS3","hsa-mir-3942","prednisolone"
"NOS3","hsa-mir-3942","nitroglycerin"
"NOS3","hsa-mir-3942","methotrexate"
"NOS3","hsa-mir-3942","dexamethasone"
"NOS3","hsa-mir-3942","acetylcholine"
"NOS3","hsa-mir-3942","hydrocortisone"
"NOS3","hsa-mir-3942","beclomethasone"
"NOS3","hsa-mir-3942","prednisone"
"NOS3","hsa-mir-3942","hydralazine"
"NOS3","hsa-mir-3942","methyldopa"
"NOS3","hsa-mir-3942","budesonide"
"NOS3","hsa-mir-3942","atorvastatin"
"NOS3","hsa-mir-3942","tamoxifen"
"NOS3","hsa-mir-3942","methylprednisolone"
"NOS3","hsa-mir-3942","hydrochlorothiazide"
"NOS3","hsa-mir-3942","cyclophosphamide"
"NOS3","hsa-mir-3942","desonide"
"NOS3","hsa-mir-3942","glucose"
"NOS3","hsa-mir-3942","sildenafil"
"NOS3","hsa-mir-3942","doxorubicin"
"NOS3","hsa-mir-3942","tetrahydrobiopterin"
"NR4A1","hsa-mir-153-1","tacrolimus"
"OXTR","hsa-mir-3064","doxorubicin"
"P2RX1","hsa-mir-29c","cytarabine"
"P2RX1","hsa-mir-29b-2","cytarabine"
"P2RX1","hsa-mir-148a","cytarabine"
"PAK1","hsa-mir-326","chloroquine"
"PAQR5","hsa-mir-95","progesterone"
"PAX2","hsa-let-7c","tamoxifen"
"PCNA","hsa-mir-103a-1","ibuprofen"
"PCNA","hsa-mir-103a-2","ibuprofen"
"PDE3A","hsa-mir-1976","fluoxetine"
"PDE3A","hsa-mir-1976","desipramine"
"PDE4A","hsa-mir-1307","desipramine"
"PDE4A","hsa-mir-1307","fluoxetine"
"PDE4A","hsa-mir-4419b","desipramine"
"PDE4A","hsa-mir-4419b","fluoxetine"
"PDE4B","hsa-mir-329-2","desipramine"
"PDE4B","hsa-mir-329-2","fluoxetine"
"PDE8A","hsa-mir-582","desipramine"
"PDE8A","hsa-mir-582","fluoxetine"
"PDE8B","hsa-mir-874","fluoxetine"
"PDGFRA","hsa-mir-629","imatinib"
"PDK1","hsa-mir-501","celecoxib"
"PFAS","hsa-mir-6510","glycine"
"PGR","hsa-mir-2276","mifepristone"
"PGR","hsa-mir-2276","progesterone"
"PGR","hsa-mir-27b","mifepristone"
"PGR","hsa-mir-27b","progesterone"
"PGR","hsa-mir-23b","mifepristone"
"PGR","hsa-mir-23b","progesterone"
"PIK3C2B","hsa-mir-6508","imatinib"
"PLAT","hsa-mir-486-1","epinephrine"
"PLAT","hsa-mir-20a","epinephrine"
"PLD1","hsa-mir-4715","dopamine"
"PLD1","hsa-mir-4715","tacrolimus"
"PLD1","hsa-mir-4715","colchicine"
"PLD2","hsa-mir-3655","colchicine"
"PLD2","hsa-mir-3655","tacrolimus"
"PLD2","hsa-mir-3655","dopamine"
"PLK1","hsa-mir-5690","docetaxel"
"PLK1","hsa-mir-5690","doxorubicin"
"PLS1","hsa-mir-4419b","methotrexate"
"PNOC","hsa-mir-148a","estrone"
"PNOC","hsa-mir-148a","estradiol"
"PNOC","hsa-mir-29c","estrone"
"PNOC","hsa-mir-29c","estradiol"
"PNOC","hsa-mir-3917","estrone"
"PNOC","hsa-mir-3917","estradiol"
"POLD2","hsa-mir-4435-1","ibuprofen"
"POLD3","hsa-mir-20a","ibuprofen"
"POLD3","hsa-mir-17","ibuprofen"
"POLE2","hsa-mir-545","ibuprofen"
"POLE4","hsa-mir-584","ibuprofen"
"POLE4","hsa-mir-92a-2","ibuprofen"
"PPARD","hsa-mir-375","thalidomide"
"PPARD","hsa-mir-375","docetaxel"
"PPAT","hsa-mir-3619","methotrexate"
"PPAT","hsa-mir-3619","glycine"
"PPM1D","hsa-mir-550a-3","doxorubicin"
"PPM1H","hsa-mir-5582","salbutamol"
"PPM1H","hsa-mir-4782","salbutamol"
"PPP1CA","hsa-mir-664a","dopamine"
"PPP1CB","hsa-mir-1915","methotrexate"
"PPP1R13L","hsa-mir-769","cyclophosphamide"
"PPP1R13L","hsa-mir-769","cisplatin"
"PPP1R1B","hsa-mir-379","dopamine"
"PPP3CA","hsa-mir-92b","dopamine"
"PPP3CA","hsa-mir-92b","tacrolimus"
"PRDM2","hsa-mir-328","methotrexate"
"PRDM2","hsa-mir-200a","methotrexate"
"PRKAB1","hsa-mir-30b","glucose"
"PRKAB1","hsa-mir-30b","pioglitazone"
"PRKAB1","hsa-mir-30b","metformin"
"PRKACB","hsa-mir-217","epinephrine"
"PRKACB","hsa-mir-217","dopamine"
"PRKACB","hsa-mir-217","glucose"
"PRKACB","hsa-mir-217","progesterone"
"PRKACB","hsa-mir-217","salmeterol"
"PRKAG1","hsa-mir-148b","pioglitazone"
"PRKAG1","hsa-mir-148b","metformin"
"PRKAG1","hsa-mir-148b","glucose"
"PRKAG1","hsa-mir-4715","pioglitazone"
"PRKAG1","hsa-mir-4715","metformin"
"PRKAG1","hsa-mir-4715","glucose"
"PRKAR2A","hsa-mir-191","progesterone"
"PRKAR2A","hsa-mir-191","epinephrine"
"PRKAR2A","hsa-mir-191","glucose"
"PRKAR2A","hsa-mir-191","dopamine"
"PTGIS","hsa-mir-140","celecoxib"
"PTGIS","hsa-mir-708","celecoxib"
"PTGIS","hsa-mir-3677","celecoxib"
"PTGIS","hsa-mir-431","celecoxib"
"PTK2B","hsa-mir-2355","tacrolimus"
"PTK2B","hsa-mir-2355","colchicine"
"PTK2B","hsa-mir-2355","chloroquine"
"PTK2B","hsa-mir-2355","dopamine"
"PTK7","hsa-mir-548j","methotrexate"
"PTK7","hsa-mir-4651","methotrexate"
"PTPRB","hsa-mir-3605","chloroquine"
"QDPR","hsa-mir-584","tetrahydrobiopterin"
"QDPR","hsa-mir-548au","tetrahydrobiopterin"
"RAC1","hsa-mir-146b","chloroquine"
"RAC1","hsa-mir-146b","azathioprine"
"RAC1","hsa-mir-146b","tacrolimus"
"RAD23B","hsa-mir-362","vorinostat"
"RALBP1","hsa-mir-1287","methotrexate"
"RALBP1","hsa-mir-1287","doxorubicin"
"RALBP1","hsa-mir-1287","phenytoin"
"RALBP1","hsa-mir-1287","carbamazepine"
"RALBP1","hsa-mir-6514","methotrexate"
"RALBP1","hsa-mir-6514","doxorubicin"
"RALBP1","hsa-mir-6514","phenytoin"
"RALBP1","hsa-mir-6514","carbamazepine"
"RALBP1","hsa-mir-561","methotrexate"
"RALBP1","hsa-mir-561","doxorubicin"
"RALBP1","hsa-mir-561","phenytoin"
"RALBP1","hsa-mir-561","carbamazepine"
"RAPGEF4","hsa-mir-629","tolbutamide"
"RBM19","hsa-mir-3157","methotrexate"
"RCC1","hsa-mir-342","methotrexate"
"RDX","hsa-mir-132","methotrexate"
"RFC1","hsa-mir-659","methotrexate"
"RGS4","hsa-mir-3170","perphenazine"
"RGS4","hsa-mir-3170","quetiapine"
"RGS4","hsa-mir-187","perphenazine"
"RGS4","hsa-mir-187","quetiapine"
"RHOQ","hsa-mir-4638","glucose"
"RHOQ","hsa-mir-329-2","glucose"
"RIN2","hsa-mir-6777","isoproterenol"
"RNF41","hsa-mir-148b","chloroquine"
"RORA","hsa-mir-1224","lamivudine"
"RORA","hsa-mir-6739","lamivudine"
"RORA","hsa-mir-6777","lamivudine"
"RPS6KA2","hsa-mir-381","cytarabine"
"RRAS2","hsa-mir-874","tamoxifen"
"RUNX3","hsa-mir-3605","leucovorin"
"RUVBL2","hsa-mir-769","methotrexate"
"S100A9","hsa-mir-548f-1","methotrexate"
"SATB1","hsa-mir-6874","cyclophosphamide"
"SATB1","hsa-mir-6874","docetaxel"
"SCARB1","hsa-mir-5091","fenofibrate"
"SCARB1","hsa-mir-5091","olanzapine"
"SCD","hsa-mir-493","haloperidol"
"SCD","hsa-mir-493","clozapine"
"SCN1B","hsa-mir-218-1","carbamazepine"
"SCN1B","hsa-mir-218-1","phenytoin"
"SDC2","hsa-mir-1915","prednisolone"
"SFRP4","hsa-mir-561","letrozole"
"SHC1","hsa-mir-654","tacrolimus"
"SHC1","hsa-mir-654","imatinib"
"SHC1","hsa-mir-654","chloroquine"
"SHC1","hsa-mir-4419b","tacrolimus"
"SHC1","hsa-mir-4419b","imatinib"
"SHC1","hsa-mir-4419b","chloroquine"
"SHC1","hsa-mir-518e","tacrolimus"
"SHC1","hsa-mir-518e","imatinib"
"SHC1","hsa-mir-518e","chloroquine"
"SHMT1","hsa-mir-3140","methotrexate"
"SHMT1","hsa-mir-3140","cyanocobalamin"
"SHMT1","hsa-mir-3140","glycine"
"SHMT1","hsa-mir-3939","methotrexate"
"SHMT1","hsa-mir-3939","cyanocobalamin"
"SHMT1","hsa-mir-3939","glycine"
"SIRT1","hsa-mir-32","paclitaxel"
"SIRT1","hsa-mir-32","cisplatin"
"SLC1A1","hsa-mir-6762","olanzapine"
"SLC1A1","hsa-mir-6762","clozapine"
"SLC1A1","hsa-mir-4715","olanzapine"
"SLC1A1","hsa-mir-4715","clozapine"
"SLC22A3","hsa-mir-32","norepinephrine"
"SLC22A3","hsa-mir-32","metformin"
"SLC22A3","hsa-mir-32","zidovudine"
"SLC22A3","hsa-mir-32","lamivudine"
"SLC22A3","hsa-mir-6509","norepinephrine"
"SLC22A3","hsa-mir-6509","metformin"
"SLC22A3","hsa-mir-6509","zidovudine"
"SLC22A3","hsa-mir-6509","lamivudine"
"SLC22A3","hsa-mir-3909","norepinephrine"
"SLC22A3","hsa-mir-3909","metformin"
"SLC22A3","hsa-mir-3909","zidovudine"
"SLC22A3","hsa-mir-3909","lamivudine"
"SLC22A3","hsa-mir-4782","norepinephrine"
"SLC22A3","hsa-mir-4782","metformin"
"SLC22A3","hsa-mir-4782","zidovudine"
"SLC22A3","hsa-mir-4782","lamivudine"
"SLC25A32","hsa-mir-3136","glycine"
"SLC29A1","hsa-mir-4724","gemcitabine"
"SLC29A1","hsa-mir-4724","azathioprine"
"SLC29A1","hsa-mir-4724","cladribine"
"SLC29A1","hsa-mir-4724","ribavirin"
"SLC29A1","hsa-mir-4724","fludarabine"
"SLC29A1","hsa-mir-4724","cisplatin"
"SLC29A1","hsa-mir-4724","dipyridamole"
"SLC29A1","hsa-mir-4724","cytarabine"
"SLC30A8","hsa-mir-141","tacrolimus"
"SLC30A8","hsa-mir-141","repaglinide"
"SLC30A8","hsa-mir-200c","tacrolimus"
"SLC30A8","hsa-mir-200c","repaglinide"
"SLC38A2","hsa-mir-935","glycine"
"SLC43A1","hsa-mir-455","glycine"
"SLC43A1","hsa-mir-1-1","glycine"
"SLC43A2","hsa-mir-454","glycine"
"SLC43A2","hsa-mir-452","glycine"
"SLC46A1","hsa-mir-5695","methotrexate"
"SLC46A1","hsa-mir-5695","glycine"
"SLC7A1","hsa-mir-4793","glycine"
"SLCO4C1","hsa-mir-4677","digoxin"
"SLCO4C1","hsa-mir-4677","thyroxine"
"SLCO4C1","hsa-mir-4677","methotrexate"
"SLCO4C1","hsa-mir-18a","digoxin"
"SLCO4C1","hsa-mir-18a","thyroxine"
"SLCO4C1","hsa-mir-18a","methotrexate"
"SMAD3","hsa-mir-31","dexamethasone"
"SMARCA4","hsa-mir-466","prednisolone"
"SMARCA4","hsa-mir-466","budesonide"
"SMARCA4","hsa-mir-466","dexamethasone"
"SMARCA4","hsa-mir-466","triamcinolone"
"SMARCA4","hsa-mir-466","flunisolide"
"SMARCA4","hsa-mir-466","methylprednisolone"
"SMARCA4","hsa-mir-466","prednisone"
"SMARCA4","hsa-mir-466","beclomethasone"
"SMARCA4","hsa-mir-466","desonide"
"SMARCA4","hsa-mir-466","hydrocortisone"
"SMARCD1","hsa-mir-4715","triamcinolone"
"SMARCD1","hsa-mir-4715","methylprednisolone"
"SMARCD1","hsa-mir-4715","beclomethasone"
"SMARCD1","hsa-mir-4715","prednisone"
"SMARCD1","hsa-mir-4715","hydrocortisone"
"SMARCD1","hsa-mir-4715","flunisolide"
"SMARCD1","hsa-mir-4715","budesonide"
"SMARCD1","hsa-mir-4715","prednisolone"
"SMARCD1","hsa-mir-4715","desonide"
