"Gene","miRNA","Drug"
"GTF2A1","hsa-mir-105-1","methylprednisolone"
"GTF2A1","hsa-mir-105-1","estradiol"
"GTF2A1","hsa-mir-105-1","hydrocortisone"
"GTF2A1","hsa-mir-105-1","flunisolide"
"GTF2A1","hsa-mir-105-1","prednisolone"
"GTF2A1","hsa-mir-105-1","dexamethasone"
"GTF2A1","hsa-mir-105-1","desonide"
"GTF2A1","hsa-mir-105-1","beclomethasone"
"GTF2B","hsa-mir-186","beclomethasone"
"GTF2B","hsa-mir-186","methylprednisolone"
"GTF2B","hsa-mir-186","flunisolide"
"GTF2B","hsa-mir-186","budesonide"
"GTF2B","hsa-mir-186","dexamethasone"
"GTF2B","hsa-mir-186","prednisone"
"GTF2B","hsa-mir-186","triamcinolone"
"GTF2B","hsa-mir-186","prednisolone"
"GTF2B","hsa-mir-186","hydrocortisone"
"GTF2B","hsa-mir-186","desonide"
"GYS1","hsa-mir-20a","glucose"
"GYS1","hsa-mir-17","glucose"
"H2AX","hsa-mir-154","cisplatin"
"HAND2","hsa-mir-6087","tacrolimus"
"HAT1","hsa-mir-675","methotrexate"
"HDAC1","hsa-mir-4723","estrone"
"HDAC1","hsa-mir-4723","estradiol"
"HDAC5","hsa-mir-4523","tacrolimus"
"HDAC9","hsa-mir-3678","tacrolimus"
"HIC2","hsa-mir-130b","methotrexate"
"HIC2","hsa-mir-642a","methotrexate"
"HIC2","hsa-mir-185","methotrexate"
"HIF1A","hsa-mir-375","glucose"
"HIF1A","hsa-mir-375","etoposide"
"HIF1A","hsa-mir-375","doxorubicin"
"HIF1A","hsa-mir-375","mitoxantrone"
"HLA-G","hsa-mir-6875","methotrexate"
"HMBS","hsa-mir-224","glycine"
"HMGCS1","hsa-mir-1228","haloperidol"
"HMGCS1","hsa-mir-1228","clozapine"
"HMGCS1","hsa-mir-4699","haloperidol"
"HMGCS1","hsa-mir-4699","clozapine"
"HNMT","hsa-mir-4444-1","epinephrine"
"HPRT1","hsa-mir-1910","gemcitabine"
"HPRT1","hsa-mir-1910","adenosine"
"HPRT1","hsa-mir-1910","cisplatin"
"HPRT1","hsa-mir-1910","methotrexate"
"HSPA8","hsa-mir-204","imipramine"
"HTR1B","hsa-mir-372","citalopram"
"HTR2C","hsa-mir-664a","trazodone"
"HTR2C","hsa-mir-664a","olanzapine"
"HTR2C","hsa-mir-664a","clozapine"
"HTR2C","hsa-mir-6738","trazodone"
"HTR2C","hsa-mir-6738","olanzapine"
"HTR2C","hsa-mir-6738","clozapine"
"IGFBP3","hsa-mir-501","irinotecan"
"IGFBP3","hsa-mir-501","celecoxib"
"IGFBP3","hsa-mir-501","leucovorin"
"IGFBP3","hsa-mir-501","oxaliplatin"
"IL12B","hsa-mir-653","salbutamol"
"IL12B","hsa-mir-653","thalidomide"
"IL1A","hsa-mir-10b","dexamethasone"
"IL1B","hsa-mir-1254-1","pravastatin"
"IL1B","hsa-mir-1254-1","risedronate"
"IL1B","hsa-mir-1254-1","methotrexate"
"IL1B","hsa-mir-1254-1","dexamethasone"
"IL1R1","hsa-mir-223","methotrexate"
"IL2RA","hsa-mir-1914","tacrolimus"
"IL6","hsa-mir-4701","pioglitazone"
"IL6","hsa-mir-4701","sertraline"
"IL6","hsa-mir-4701","dexamethasone"
"IL6","hsa-mir-4701","salbutamol"
"IRF2BP2","hsa-mir-509-2","cisplatin"
"IRS1","hsa-mir-4782","letrozole"
"ITGA2","hsa-mir-5690","clopidogrel"
"ITGA2","hsa-mir-5690","aspirin"
"ITGB3","hsa-mir-4733","aspirin"
"ITGB3","hsa-mir-4733","clopidogrel"
"ITGB3","hsa-mir-4733","pravastatin"
"JAG1","hsa-mir-6506","tamoxifen"
"JAG1","hsa-mir-6506","estradiol"
"JUN","hsa-mir-214","chloroquine"
"JUN","hsa-mir-214","glucose"
"JUN","hsa-mir-214","tacrolimus"
"JUN","hsa-mir-214","imatinib"
"JUN","hsa-mir-214","methotrexate"
"KATNB1","hsa-mir-1307","methotrexate"
"KCNE2","hsa-mir-382","domperidone"
"KCNE2","hsa-mir-382","pimozide"
"KCNE2","hsa-mir-382","chlorpromazine"
"KCNE2","hsa-mir-382","disopyramide"
"KCNE2","hsa-mir-382","erythromycin"
"KCNE2","hsa-mir-382","thioridazine"
"KCNE2","hsa-mir-382","quinidine"
"KCNE2","hsa-mir-382","sparfloxacin"
"KCNE2","hsa-mir-382","chloroquine"
"KCNE2","hsa-mir-382","sotalol"
"KCNE2","hsa-mir-382","amiodarone"
"KCNE2","hsa-mir-382","droperidol"
"KCNE2","hsa-mir-382","haloperidol"
"KCNE2","hsa-mir-382","sulfamethoxazole"
"KCNE2","hsa-mir-382","procainamide"
"KCNE2","hsa-mir-382","bepridil"
"KCNE2","hsa-mir-382","methadone"
"KCNE2","hsa-mir-6737","domperidone"
"KCNE2","hsa-mir-6737","pimozide"
"KCNE2","hsa-mir-6737","chlorpromazine"
"KCNE2","hsa-mir-6737","disopyramide"
"KCNE2","hsa-mir-6737","erythromycin"
"KCNE2","hsa-mir-6737","thioridazine"
"KCNE2","hsa-mir-6737","quinidine"
"KCNE2","hsa-mir-6737","sparfloxacin"
"KCNE2","hsa-mir-6737","chloroquine"
"KCNE2","hsa-mir-6737","sotalol"
"KCNE2","hsa-mir-6737","amiodarone"
"KCNE2","hsa-mir-6737","droperidol"
"KCNE2","hsa-mir-6737","haloperidol"
"KCNE2","hsa-mir-6737","sulfamethoxazole"
"KCNE2","hsa-mir-6737","procainamide"
"KCNE2","hsa-mir-6737","bepridil"
"KCNE2","hsa-mir-6737","methadone"
"KCNJ11","hsa-mir-542","repaglinide"
"KCNJ11","hsa-mir-542","diazoxide"
"KCNJ2","hsa-mir-181c","methadone"
"KCNJ2","hsa-mir-181c","bepridil"
"KCNJ2","hsa-mir-181c","quinidine"
"KCNJ2","hsa-mir-181c","amiodarone"
"KCNJ2","hsa-mir-181c","thioridazine"
"KCNJ2","hsa-mir-181c","sparfloxacin"
"KCNJ2","hsa-mir-181c","droperidol"
"KCNJ2","hsa-mir-181c","sotalol"
"KCNJ2","hsa-mir-181c","disopyramide"
"KCNJ2","hsa-mir-181c","pimozide"
"KCNJ2","hsa-mir-181c","erythromycin"
"KCNJ2","hsa-mir-181c","procainamide"
"KCNJ2","hsa-mir-181c","haloperidol"
"KCNJ2","hsa-mir-181c","chloroquine"
"KCNJ2","hsa-mir-181c","domperidone"
"KCNJ2","hsa-mir-181c","chlorpromazine"
"KCNJ2","hsa-mir-3173","methadone"
"KCNJ2","hsa-mir-3173","bepridil"
"KCNJ2","hsa-mir-3173","quinidine"
"KCNJ2","hsa-mir-3173","amiodarone"
"KCNJ2","hsa-mir-3173","thioridazine"
"KCNJ2","hsa-mir-3173","sparfloxacin"
"KCNJ2","hsa-mir-3173","droperidol"
"KCNJ2","hsa-mir-3173","sotalol"
"KCNJ2","hsa-mir-3173","disopyramide"
"KCNJ2","hsa-mir-3173","pimozide"
"KCNJ2","hsa-mir-3173","erythromycin"
"KCNJ2","hsa-mir-3173","procainamide"
"KCNJ2","hsa-mir-3173","haloperidol"
"KCNJ2","hsa-mir-3173","chloroquine"
"KCNJ2","hsa-mir-3173","domperidone"
"KCNJ2","hsa-mir-3173","chlorpromazine"
"KCNJ2","hsa-mir-632","methadone"
"KCNJ2","hsa-mir-632","bepridil"
"KCNJ2","hsa-mir-632","quinidine"
"KCNJ2","hsa-mir-632","amiodarone"
"KCNJ2","hsa-mir-632","thioridazine"
"KCNJ2","hsa-mir-632","sparfloxacin"
"KCNJ2","hsa-mir-632","droperidol"
"KCNJ2","hsa-mir-632","sotalol"
"KCNJ2","hsa-mir-632","disopyramide"
"KCNJ2","hsa-mir-632","pimozide"
"KCNJ2","hsa-mir-632","erythromycin"
"KCNJ2","hsa-mir-632","procainamide"
"KCNJ2","hsa-mir-632","haloperidol"
"KCNJ2","hsa-mir-632","chloroquine"
"KCNJ2","hsa-mir-632","domperidone"
"KCNJ2","hsa-mir-632","chlorpromazine"
"KCNJ5","hsa-mir-125b-2","sparfloxacin"
"KCNJ5","hsa-mir-125b-2","droperidol"
"KCNJ5","hsa-mir-125b-2","quinidine"
"KCNJ5","hsa-mir-125b-2","haloperidol"
"KCNJ5","hsa-mir-125b-2","thioridazine"
"KCNJ5","hsa-mir-125b-2","chlorpromazine"
"KCNJ5","hsa-mir-125b-2","chloroquine"
"KCNJ5","hsa-mir-125b-2","domperidone"
"KCNJ5","hsa-mir-125b-2","disopyramide"
"KCNJ5","hsa-mir-125b-2","amiodarone"
"KCNJ5","hsa-mir-125b-2","procainamide"
"KCNJ5","hsa-mir-125b-2","erythromycin"
"KCNJ5","hsa-mir-125b-2","bepridil"
"KCNJ5","hsa-mir-125b-2","sotalol"
"KCNJ5","hsa-mir-125b-2","methadone"
"KCNJ5","hsa-mir-125b-2","pimozide"
"KCNJ5","hsa-mir-125b-1","sparfloxacin"
"KCNJ5","hsa-mir-125b-1","droperidol"
"KCNJ5","hsa-mir-125b-1","quinidine"
"KCNJ5","hsa-mir-125b-1","haloperidol"
"KCNJ5","hsa-mir-125b-1","thioridazine"
"KCNJ5","hsa-mir-125b-1","chlorpromazine"
"KCNJ5","hsa-mir-125b-1","chloroquine"
"KCNJ5","hsa-mir-125b-1","domperidone"
"KCNJ5","hsa-mir-125b-1","disopyramide"
"KCNJ5","hsa-mir-125b-1","amiodarone"
"KCNJ5","hsa-mir-125b-1","procainamide"
"KCNJ5","hsa-mir-125b-1","erythromycin"
"KCNJ5","hsa-mir-125b-1","bepridil"
"KCNJ5","hsa-mir-125b-1","sotalol"
"KCNJ5","hsa-mir-125b-1","methadone"
"KCNJ5","hsa-mir-125b-1","pimozide"
"KHDRBS3","hsa-mir-30e","lamivudine"
"KISS1","hsa-mir-6503","estradiol"
"KISS1","hsa-mir-6503","estrone"
"KISS1","hsa-mir-4326","estradiol"
"KISS1","hsa-mir-4326","estrone"
"KL","hsa-mir-509-3","atorvastatin"
"KLF9","hsa-mir-149","prednisolone"
"KLF9","hsa-mir-4636","prednisolone"
"KPNA2","hsa-mir-4714","tacrolimus"
"LDLR","hsa-mir-3176","metoprolol"
"LDLR","hsa-mir-3176","fluvastatin"
"LDLR","hsa-mir-3176","atorvastatin"
"LDLR","hsa-mir-3176","atenolol"
"LDLR","hsa-mir-3176","irbesartan"
"LEP","hsa-mir-181a-1","thalidomide"
"LEP","hsa-mir-181a-1","olanzapine"
"LIMK2","hsa-mir-3936","prednisolone"
"LRP5","hsa-mir-224","risedronate"
"LRRC32","hsa-mir-4787","cisplatin"
"LSM2","hsa-mir-636","carbamazepine"
"LTBR","hsa-mir-141","busulfan"
"LTBR","hsa-mir-210","busulfan"
"LTBR","hsa-mir-200c","busulfan"
"LYN","hsa-mir-582","imatinib"
"MAGEA3","hsa-mir-4651","cisplatin"
"MAGEA6","hsa-mir-4665","cisplatin"
"MAOA","hsa-mir-1291","paroxetine"
"MAOA","hsa-mir-1291","fluoxetine"
"MAOA","hsa-mir-1291","fluvoxamine"
"MAOA","hsa-mir-1291","norepinephrine"
"MAOA","hsa-mir-1291","dopamine"
"MAOA","hsa-mir-1291","sertraline"
"MAOA","hsa-mir-1291","citalopram"
"MAOA","hsa-mir-190a","paroxetine"
"MAOA","hsa-mir-190a","fluoxetine"
"MAOA","hsa-mir-190a","fluvoxamine"
"MAOA","hsa-mir-190a","norepinephrine"
"MAOA","hsa-mir-190a","dopamine"
"MAOA","hsa-mir-190a","sertraline"
"MAOA","hsa-mir-190a","citalopram"
"MAP2K4","hsa-mir-497","chloroquine"
"MAP2K4","hsa-mir-497","tacrolimus"
"MAP2K4","hsa-mir-497","imatinib"
"MAP2K4","hsa-mir-744","chloroquine"
"MAP2K4","hsa-mir-744","tacrolimus"
"MAP2K4","hsa-mir-744","imatinib"
"MAP2K6","hsa-mir-9-2","dexamethasone"
"MAP3K1","hsa-mir-214","tacrolimus"
"MAP3K1","hsa-mir-214","imatinib"
"MAP3K1","hsa-mir-214","chloroquine"
"MAP3K7","hsa-mir-6508","dexamethasone"
"MAP3K8","hsa-mir-331","tacrolimus"
"MAP4K4","hsa-mir-576","dexamethasone"
"MAPK1","hsa-mir-130b","chloroquine"
"MAPK1","hsa-mir-130b","colchicine"
"MAPK1","hsa-mir-130b","isoproterenol"
"MAPK1","hsa-mir-130b","tacrolimus"
"MAPK1","hsa-mir-130b","progesterone"
"MAPK1","hsa-mir-130b","dopamine"
"MAPK1","hsa-mir-130b","aspirin"
"MAPK12","hsa-mir-3607","cisplatin"
"MAPK12","hsa-mir-466","cisplatin"
"MAPK14","hsa-mir-5581","chloroquine"
"MAPK14","hsa-mir-5581","dexamethasone"
"MAPK14","hsa-mir-5581","tacrolimus"
"MAPK3","hsa-mir-3178","aspirin"
"MAPK3","hsa-mir-3178","chloroquine"
"MAPK3","hsa-mir-3178","progesterone"
"MAPK3","hsa-mir-3178","tacrolimus"
"MAPK3","hsa-mir-3178","imatinib"
"MAPK3","hsa-mir-3178","isoproterenol"
"MAPK7","hsa-mir-1180","docetaxel"
"MAPK9","hsa-mir-340","tacrolimus"
"MAPT","hsa-mir-3651","paclitaxel"
"MAPT","hsa-mir-3651","salbutamol"
"MAPT","hsa-mir-3651","docetaxel"
"MAPT","hsa-mir-181c","paclitaxel"
"MAPT","hsa-mir-181c","salbutamol"
"MAPT","hsa-mir-181c","docetaxel"
"MAX","hsa-mir-125a","estradiol"
"MAX","hsa-mir-125a","estrone"
"MAX","hsa-mir-125a","methotrexate"
"MCL1","hsa-mir-4680","prednisolone"
"MCL1","hsa-mir-4680","imatinib"
"MCL1","hsa-mir-4680","cisplatin"
"MCL1","hsa-mir-4680","fludarabine"
"MEF2D","hsa-mir-339","tacrolimus"
"MET","hsa-let-7d","doxorubicin"
"MET","hsa-mir-4435-1","doxorubicin"
"MIF","hsa-let-7a-3","irinotecan"
"MIF","hsa-let-7a-2","irinotecan"
"MIF","hsa-let-7a-1","irinotecan"
"MITF","hsa-mir-18b","imatinib"
"MMP1","hsa-mir-615","doxorubicin"
"MMP2","hsa-mir-92a-1","letrozole"
"MMP3","hsa-mir-337","pravastatin"
"MSH2","hsa-mir-6875","temozolomide"
"MSH2","hsa-mir-142","temozolomide"
"MTHFR","hsa-mir-10a","irinotecan"
"MTHFR","hsa-mir-10a","cyanocobalamin"
"MTHFR","hsa-mir-10a","leucovorin"
"MTHFR","hsa-mir-10a","pyridoxine"
"MTHFR","hsa-mir-10a","doxorubicin"
"MTHFR","hsa-mir-10a","prednisone"
"MTHFR","hsa-mir-10a","paclitaxel"
"MTHFR","hsa-mir-10a","cytarabine"
"MTHFR","hsa-mir-10a","methotrexate"
"MTHFR","hsa-mir-10a","cyclophosphamide"
"MTHFR","hsa-mir-10a","docetaxel"
"MTHFR","hsa-mir-10a","pravastatin"
"MTHFR","hsa-mir-10a","etoposide"
"MTHFR","hsa-mir-10a","glycine"
"MTHFR","hsa-mir-10a","topotecan"
"MTHFR","hsa-mir-10a","vincristine"
"MTHFR","hsa-mir-10a","oxaliplatin"
"MTHFR","hsa-mir-10a","dexamethasone"
"MYT1","hsa-mir-21","progesterone"
"NAB2","hsa-mir-6739","cytarabine"
"NAB2","hsa-mir-100","cytarabine"
"NDUFAB1","hsa-mir-149","metformin"
"NEK2","hsa-mir-491","cisplatin"
"NF1","hsa-mir-423","beclomethasone"
"NF1","hsa-mir-423","prednisolone"
"NF1","hsa-mir-423","flunisolide"
"NF1","hsa-mir-423","budesonide"
"NF1","hsa-mir-423","hydrocortisone"
"NF1","hsa-mir-423","dexamethasone"
"NF1","hsa-mir-423","methylprednisolone"
"NF1","hsa-mir-423","desonide"
"NF1","hsa-mir-423","triamcinolone"
"NF1","hsa-mir-423","prednisone"
"NF1","hsa-mir-193a","beclomethasone"
"NF1","hsa-mir-193a","prednisolone"
"NF1","hsa-mir-193a","flunisolide"
"NF1","hsa-mir-193a","budesonide"
"NF1","hsa-mir-193a","hydrocortisone"
"NF1","hsa-mir-193a","dexamethasone"
"NF1","hsa-mir-193a","methylprednisolone"
"NF1","hsa-mir-193a","desonide"
"NF1","hsa-mir-193a","triamcinolone"
"NF1","hsa-mir-193a","prednisone"
"NFKB1","hsa-mir-5691","azathioprine"
"NFKB1","hsa-mir-5691","doxorubicin"
"NHLRC1","hsa-mir-548q","azathioprine"
"NMT1","hsa-mir-423","methotrexate"
"NOS1AP","hsa-mir-556","isradipine"
"NPM1","hsa-mir-766","vincristine"
"NPM1","hsa-mir-766","etoposide"
"NPM1","hsa-mir-766","mitoxantrone"
"NPM1","hsa-mir-766","imatinib"
"NPM1","hsa-mir-766","cytarabine"
"NR3C1","hsa-mir-449a","troglitazone"
"NR3C1","hsa-mir-449a","dexamethasone"
"NR3C1","hsa-mir-449a","cytarabine"
"NR3C1","hsa-mir-449a","prednisone"
"NR3C1","hsa-mir-449a","nortriptyline"
"NR3C1","hsa-mir-449a","ketoconazole"
"NR3C1","hsa-mir-449a","desonide"
"NR3C1","hsa-mir-449a","methotrexate"
"NR3C1","hsa-mir-449a","budesonide"
"NR3C1","hsa-mir-449a","flunisolide"
"NR3C1","hsa-mir-449a","leucovorin"
"NR3C1","hsa-mir-449a","estrone"
"NR3C1","hsa-mir-449a","miconazole"
"NR3C1","hsa-mir-449a","hydrocortisone"
"NR3C1","hsa-mir-449a","estradiol"
"NR3C1","hsa-mir-449a","prednisolone"
"NR3C1","hsa-mir-449a","beclomethasone"
"NR3C1","hsa-mir-449a","pioglitazone"
"NR3C1","hsa-mir-449a","methylprednisolone"
"NR3C1","hsa-mir-449a","etoposide"
"NR3C1","hsa-mir-449a","vincristine"
"NR3C1","hsa-mir-449a","triamcinolone"
"NR3C2","hsa-mir-181a-1","spironolactone"
"NR3C2","hsa-mir-181b-2","spironolactone"
"NR3C2","hsa-mir-219a-1","spironolactone"
"NR3C2","hsa-mir-181b-1","spironolactone"
"NR4A1","hsa-mir-126","tacrolimus"
"NRXN2","hsa-mir-577","methotrexate"
"NT5C1B","hsa-mir-580","adenosine"
"NT5C1B","hsa-mir-361","adenosine"
"OXTR","hsa-mir-96","doxorubicin"
"P4HB","hsa-mir-6806","glucose"
"P4HB","hsa-mir-199b","glucose"
"PAK1","hsa-mir-6854","chloroquine"
"PARD6B","hsa-mir-222","cisplatin"
"PARG","hsa-mir-1296","methotrexate"
"PARP1","hsa-mir-186","thalidomide"
"PARP1","hsa-mir-186","gemcitabine"
"PARP1","hsa-mir-186","irinotecan"
"PCNA","hsa-mir-6510","ibuprofen"
"PDE3A","hsa-mir-22","fluoxetine"
"PDE3A","hsa-mir-22","desipramine"
"PDE4A","hsa-mir-153-1","desipramine"
"PDE4A","hsa-mir-153-1","fluoxetine"
"PDE4A","hsa-mir-627","desipramine"
"PDE4A","hsa-mir-627","fluoxetine"
"PDE7B","hsa-mir-3680-2","desipramine"
"PDE7B","hsa-mir-3680-2","fluoxetine"
"PDE8A","hsa-mir-6739","fluoxetine"
"PDE8A","hsa-mir-6739","desipramine"
"PDGFRB","hsa-mir-483","cisplatin"
"PDGFRB","hsa-mir-483","imatinib"
"PDK1","hsa-mir-708","celecoxib"
"PDK1","hsa-mir-3615","celecoxib"
"PECAM1","hsa-mir-652","methotrexate"
"PFAS","hsa-mir-4443","glycine"
"PFKFB4","hsa-mir-361","cisplatin"
"PGM1","hsa-mir-548f-1","cisplatin"
"PHB","hsa-mir-552","paclitaxel"
"PICK1","hsa-mir-190b","methamphetamine"
"PIK3C2B","hsa-mir-1247","imatinib"
"PIK3C2B","hsa-mir-6882","imatinib"
"PLCE1","hsa-mir-218-2","epinephrine"
"PLD2","hsa-mir-324","colchicine"
"PLD2","hsa-mir-324","tacrolimus"
"PLD2","hsa-mir-324","dopamine"
"POLA1","hsa-mir-548d-1","ibuprofen"
"POLA2","hsa-mir-378c","ibuprofen"
"POLA2","hsa-mir-378c","gemcitabine"
"POLR2A","hsa-mir-6865","prednisolone"
"POLR2A","hsa-mir-6865","tamoxifen"
"POLR2A","hsa-mir-6865","prednisone"
"POLR2A","hsa-mir-6865","triamcinolone"
"POLR2A","hsa-mir-6865","desonide"
"POLR2A","hsa-mir-6865","methylprednisolone"
"POLR2A","hsa-mir-6865","dexamethasone"
"POLR2A","hsa-mir-6865","hydrocortisone"
"POLR2A","hsa-mir-6865","beclomethasone"
"POLR2A","hsa-mir-6865","estradiol"
"POLR2A","hsa-mir-6865","flunisolide"
"POLR2A","hsa-mir-6865","estrone"
"POLR2A","hsa-mir-6865","budesonide"
"PON1","hsa-mir-1237","clopidogrel"
"PON1","hsa-mir-1237","atorvastatin"
"PPARD","hsa-mir-3913-2","thalidomide"
"PPARD","hsa-mir-3913-2","docetaxel"
"PPARG","hsa-mir-132","hydrocortisone"
"PPARG","hsa-mir-132","celecoxib"
"PPARG","hsa-mir-132","pioglitazone"
"PPARG","hsa-mir-132","aspirin"
"PPARG","hsa-mir-132","troglitazone"
"PPARG","hsa-mir-181a-1","hydrocortisone"
"PPARG","hsa-mir-181a-1","celecoxib"
"PPARG","hsa-mir-181a-1","pioglitazone"
"PPARG","hsa-mir-181a-1","aspirin"
"PPARG","hsa-mir-181a-1","troglitazone"
"PPAT","hsa-mir-3942","methotrexate"
"PPAT","hsa-mir-3942","glycine"
"PPM1D","hsa-mir-4728","doxorubicin"
"PPM1H","hsa-mir-485","salbutamol"
"PPM1H","hsa-mir-145","salbutamol"
"PPP1CA","hsa-mir-192","dopamine"
"PPP1R1B","hsa-mir-196a-2","dopamine"
"PPP3CA","hsa-mir-605","dopamine"
"PPP3CA","hsa-mir-605","tacrolimus"
"PPP3CA","hsa-mir-3622b","dopamine"
"PPP3CA","hsa-mir-3622b","tacrolimus"
"PPP3CB","hsa-mir-26a-1","tacrolimus"
"PPP3CB","hsa-mir-26a-2","tacrolimus"
"PRKAA1","hsa-mir-492","glucose"
"PRKAA1","hsa-mir-492","pioglitazone"
"PRKAA1","hsa-mir-492","phenobarbital"
"PRKAA1","hsa-mir-492","metformin"
"PRKAA2","hsa-mir-106b","glucose"
"PRKAA2","hsa-mir-106b","metformin"
"PRKAA2","hsa-mir-106b","pioglitazone"
"PRKAB2","hsa-mir-1266","pioglitazone"
"PRKAB2","hsa-mir-1266","metformin"
"PRKAB2","hsa-mir-1266","glucose"
"PRKAG1","hsa-mir-548aw","pioglitazone"
"PRKAG1","hsa-mir-548aw","glucose"
"PRKAG1","hsa-mir-548aw","metformin"
"PRKAR1A","hsa-mir-199a-2","progesterone"
"PRKAR1A","hsa-mir-199a-2","epinephrine"
"PRKAR1A","hsa-mir-199a-2","dopamine"
"PRKAR1A","hsa-mir-199a-2","glucose"
"PRKAR1A","hsa-mir-199b","progesterone"
"PRKAR1A","hsa-mir-199b","epinephrine"
"PRKAR1A","hsa-mir-199b","dopamine"
"PRKAR1A","hsa-mir-199b","glucose"
"PRKAR1A","hsa-mir-199a-1","progesterone"
"PRKAR1A","hsa-mir-199a-1","epinephrine"
"PRKAR1A","hsa-mir-199a-1","dopamine"
"PRKAR1A","hsa-mir-199a-1","glucose"
"PRKAR2A","hsa-let-7g","glucose"
"PRKAR2A","hsa-let-7g","progesterone"
"PRKAR2A","hsa-let-7g","dopamine"
"PRKAR2A","hsa-let-7g","epinephrine"
"PRKAR2A","hsa-mir-885","glucose"
"PRKAR2A","hsa-mir-885","progesterone"
"PRKAR2A","hsa-mir-885","dopamine"
"PRKAR2A","hsa-mir-885","epinephrine"
"PTGFR","hsa-mir-3176","latanoprost"
"PTGFR","hsa-mir-548aw","latanoprost"
"PTGS1","hsa-mir-658","indomethacin"
"PTGS1","hsa-mir-658","celecoxib"
"PTGS1","hsa-mir-658","acetaminophen"
"PTGS1","hsa-mir-658","aspirin"
"PTK7","hsa-mir-642a","methotrexate"
"PTK7","hsa-mir-505","methotrexate"
"PTPN7","hsa-mir-6718","tacrolimus"
"PTPN7","hsa-mir-7-2","tacrolimus"
"QDPR","hsa-mir-4785","tetrahydrobiopterin"
"RAC1","hsa-mir-589","tacrolimus"
"RAC1","hsa-mir-589","chloroquine"
"RAC1","hsa-mir-589","azathioprine"
"RAD23B","hsa-mir-32","vorinostat"
"RB1","hsa-mir-3613","methotrexate"
"RB1","hsa-mir-3613","celecoxib"
"RB1","hsa-mir-3613","ibuprofen"
"RB1","hsa-mir-3613","tamoxifen"
"RB1","hsa-mir-3613","cisplatin"
"RB1","hsa-mir-1468","methotrexate"
"RB1","hsa-mir-1468","celecoxib"
"RB1","hsa-mir-1468","ibuprofen"
"RB1","hsa-mir-1468","tamoxifen"
"RB1","hsa-mir-1468","cisplatin"
"RBMX","hsa-mir-106b","methotrexate"
"RBMX","hsa-mir-6716","methotrexate"
"RECK","hsa-let-7e","gemcitabine"
"RELA","hsa-mir-3934","prednisone"
"RELA","hsa-mir-3934","methylprednisolone"
"RELA","hsa-mir-3934","hydrocortisone"
"RELA","hsa-mir-3934","budesonide"
"RELA","hsa-mir-3934","prednisolone"
"RELA","hsa-mir-3934","flunisolide"
"RELA","hsa-mir-3934","desonide"
"RELA","hsa-mir-3934","dexamethasone"
"RELA","hsa-mir-3934","tacrolimus"
"RELA","hsa-mir-3934","triamcinolone"
"RELA","hsa-mir-3934","beclomethasone"
"RFC1","hsa-mir-4286","methotrexate"
"RFC1","hsa-mir-574","methotrexate"
"RIN2","hsa-mir-744","isoproterenol"
"RNASE6","hsa-mir-223","methotrexate"
"RNF41","hsa-mir-1249","chloroquine"
"RNF41","hsa-mir-1270","chloroquine"
"RORA","hsa-mir-183","lamivudine"
"RPN2","hsa-mir-1915","docetaxel"
"RRAS2","hsa-mir-7-3","tamoxifen"
"RRAS2","hsa-mir-223","tamoxifen"
"RRM1","hsa-mir-210","cisplatin"
"RRM1","hsa-mir-210","gemcitabine"
"RRM1","hsa-mir-210","cytarabine"
"RRM2","hsa-mir-15b","cytarabine"
"RRM2","hsa-mir-15b","ibuprofen"
"RRM2","hsa-mir-15b","gemcitabine"
"RRM2","hsa-mir-15b","cisplatin"
"RXRA","hsa-mir-1227","pioglitazone"
"RXRA","hsa-mir-1227","hydrocortisone"
"RXRA","hsa-mir-1227","troglitazone"
"RXRA","hsa-mir-532","pioglitazone"
"RXRA","hsa-mir-532","hydrocortisone"
"RXRA","hsa-mir-532","troglitazone"
"S100A9","hsa-mir-582","methotrexate"
"SATB1","hsa-mir-362","cyclophosphamide"
"SATB1","hsa-mir-362","docetaxel"
"SATB1","hsa-mir-342","cyclophosphamide"
"SATB1","hsa-mir-342","docetaxel"
"SCN1A","hsa-mir-29c","carbamazepine"
"SCN1A","hsa-mir-29c","phenytoin"
"SCN1A","hsa-mir-6824","carbamazepine"
"SCN1A","hsa-mir-6824","phenytoin"
"SCN4B","hsa-mir-153-1","chlorpromazine"
"SCN4B","hsa-mir-153-1","amiodarone"
"SCN4B","hsa-mir-153-1","pimozide"
"SCN4B","hsa-mir-153-1","haloperidol"
"SCN4B","hsa-mir-153-1","bepridil"
"SCN4B","hsa-mir-153-1","quinidine"
"SCN4B","hsa-mir-153-1","disopyramide"
"SCN4B","hsa-mir-153-1","procainamide"
"SCN4B","hsa-mir-153-1","chloroquine"
"SCN4B","hsa-mir-153-1","erythromycin"
"SCN4B","hsa-mir-153-1","thioridazine"
"SCN4B","hsa-mir-153-1","sparfloxacin"
"SCN4B","hsa-mir-153-1","droperidol"
"SCN4B","hsa-mir-153-1","domperidone"
"SCN4B","hsa-mir-153-1","sotalol"
"SCN4B","hsa-mir-153-1","methadone"
"SCN5A","hsa-mir-16-2","chlorpromazine"
"SCN5A","hsa-mir-16-2","sotalol"
"SCN5A","hsa-mir-16-2","domperidone"
"SCN5A","hsa-mir-16-2","doxorubicin"
"SCN5A","hsa-mir-16-2","disopyramide"
"SCN5A","hsa-mir-16-2","procainamide"
