"Gene","miRNA","Drug"
"CDH1","hsa-mir-326","estrone"
"CDK4","hsa-mir-148b","cisplatin"
"CDK4","hsa-mir-148b","doxorubicin"
"CDK5R1","hsa-mir-615","dopamine"
"CDK6","hsa-mir-127","cisplatin"
"CDK6","hsa-let-7f-1","cisplatin"
"CDK6","hsa-mir-146a","cisplatin"
"CDKN1A","hsa-mir-34a","cyclophosphamide"
"CDKN1A","hsa-mir-34a","celecoxib"
"CDKN1A","hsa-mir-34a","docetaxel"
"CDKN1A","hsa-mir-34a","ibuprofen"
"CDKN1A","hsa-mir-34a","metformin"
"CDKN1A","hsa-mir-34a","methotrexate"
"CDKN1A","hsa-mir-34a","tacrolimus"
"CDKN1A","hsa-mir-34a","gemcitabine"
"CDKN1A","hsa-mir-34a","cisplatin"
"CDKN1A","hsa-mir-34a","paclitaxel"
"CEBPD","hsa-mir-4699","prednisolone"
"CHEK1","hsa-mir-324","thalidomide"
"CHRNA3","hsa-mir-4793","acetylcholine"
"CHRNB2","hsa-mir-1260b","galantamine"
"CHRNB2","hsa-mir-1260b","bupropion"
"CLU","hsa-mir-218-2","gemcitabine"
"CMPK1","hsa-mir-10a","gemcitabine"
"CMPK1","hsa-mir-10a","cytarabine"
"CNR1","hsa-mir-4748","cocaine"
"CNR1","hsa-mir-6882","cocaine"
"CORIN","hsa-mir-3117","desonide"
"CORIN","hsa-mir-3117","prednisone"
"CORIN","hsa-mir-3117","hydrocortisone"
"CORIN","hsa-mir-3117","budesonide"
"CORIN","hsa-mir-3117","methylprednisolone"
"CORIN","hsa-mir-3117","beclomethasone"
"CORIN","hsa-mir-3117","flunisolide"
"CORIN","hsa-mir-3117","dexamethasone"
"CORIN","hsa-mir-3117","hydralazine"
"CORIN","hsa-mir-3117","triamcinolone"
"CORIN","hsa-mir-3117","prednisolone"
"CRKL","hsa-mir-6844","imatinib"
"CRKL","hsa-mir-6844","chloroquine"
"CRKL","hsa-mir-424","imatinib"
"CRKL","hsa-mir-424","chloroquine"
"CSF1R","hsa-mir-6805","imatinib"
"CSNK2A1","hsa-mir-6087","tacrolimus"
"CSNK2A1","hsa-mir-6087","dopamine"
"CSNK2A1","hsa-mir-6087","colchicine"
"CUL4B","hsa-mir-320d-1","methotrexate"
"CUL4B","hsa-mir-1254-2","methotrexate"
"CYP1A1","hsa-mir-5008","loperamide"
"CYP1A1","hsa-mir-5008","ibuprofen"
"CYP1A1","hsa-mir-5008","prednisolone"
"CYP1A1","hsa-mir-5008","estradiol"
"CYP1A1","hsa-mir-5008","pravastatin"
"CYP1A1","hsa-mir-5008","testosterone"
"CYP51A1","hsa-mir-127","estrone"
"CYP51A1","hsa-mir-127","progesterone"
"DBI","hsa-mir-574","diazepam"
"DBI","hsa-mir-574","flunitrazepam"
"DCTD","hsa-mir-3682","cytarabine"
"DCTD","hsa-mir-3682","gemcitabine"
"DDR1","hsa-mir-200a","imatinib"
"DFFA","hsa-mir-6844","ibuprofen"
"DFFB","hsa-mir-450a-2","ibuprofen"
"DHODH","hsa-mir-328","leflunomide"
"DISC1","hsa-mir-6738","clozapine"
"DRD2","hsa-mir-1266","perphenazine"
"DRD2","hsa-mir-1266","phenytoin"
"DRD2","hsa-mir-1266","phenobarbital"
"DRD2","hsa-mir-1266","clozapine"
"DRD2","hsa-mir-1266","methadone"
"DRD2","hsa-mir-1266","olanzapine"
"DRD2","hsa-mir-1266","pramipexole"
"DRD2","hsa-mir-1266","bupropion"
"DRD2","hsa-mir-1266","chlorpromazine"
"DRD2","hsa-mir-1266","efavirenz"
"DRD2","hsa-mir-1266","dopamine"
"DRD2","hsa-mir-1266","mephenytoin"
"DRD2","hsa-mir-1266","carbamazepine"
"DRD2","hsa-mir-1266","cyclophosphamide"
"DRD2","hsa-mir-1266","cabergoline"
"DRD2","hsa-mir-1266","nevirapine"
"DRD2","hsa-mir-1266","venlafaxine"
"DUSP1","hsa-mir-182","letrozole"
"DUSP1","hsa-mir-182","salbutamol"
"DUSP1","hsa-mir-182","dexamethasone"
"DUSP1","hsa-mir-182","beclomethasone"
"DUSP1","hsa-mir-182","prednisolone"
"E2F1","hsa-mir-3936","methotrexate"
"E2F1","hsa-mir-3936","celecoxib"
"E2F1","hsa-mir-3936","ibuprofen"
"ELMO1","hsa-mir-3934","etoposide"
"ELMO1","hsa-mir-3934","methotrexate"
"EP300","hsa-mir-6821","estrone"
"EP300","hsa-mir-6821","estradiol"
"EP300","hsa-mir-6821","dexamethasone"
"EP300","hsa-mir-6821","glucose"
"EP300","hsa-mir-6844","estrone"
"EP300","hsa-mir-6844","estradiol"
"EP300","hsa-mir-6844","dexamethasone"
"EP300","hsa-mir-6844","glucose"
"EPO","hsa-mir-29a","imatinib"
"EPO","hsa-mir-29a","glucose"
"EPO","hsa-mir-6824","imatinib"
"EPO","hsa-mir-6824","glucose"
"EPO","hsa-mir-4665","imatinib"
"EPO","hsa-mir-4665","glucose"
"EPO","hsa-mir-3667","imatinib"
"EPO","hsa-mir-3667","glucose"
"ERCC5","hsa-mir-629","cisplatin"
"ESR2","hsa-mir-34c","alendronate"
"ESR2","hsa-mir-34c","tamoxifen"
"F2","hsa-mir-135b","estradiol"
"F2","hsa-mir-135b","epinephrine"
"F2","hsa-mir-135b","estrone"
"F2","hsa-mir-135b","argatroban"
"F2","hsa-mir-135b","aspirin"
"F2R","hsa-mir-126","clopidogrel"
"F2R","hsa-mir-126","aspirin"
"FAM3C","hsa-mir-497","methotrexate"
"FLOT1","hsa-mir-874","phenytoin"
"FLOT1","hsa-mir-874","carbamazepine"
"FLOT1","hsa-mir-501","phenytoin"
"FLOT1","hsa-mir-501","carbamazepine"
"FOS","hsa-mir-182","imatinib"
"FOS","hsa-mir-182","tacrolimus"
"FZD6","hsa-mir-151a","methotrexate"
"FZD6","hsa-mir-642a","methotrexate"
"G6PD","hsa-mir-193a","tamoxifen"
"G6PD","hsa-mir-193a","primaquine"
"G6PD","hsa-mir-193a","methotrexate"
"G6PD","hsa-mir-193a","dapsone"
"G6PD","hsa-mir-193a","estradiol"
"GADD45G","hsa-mir-628","ibuprofen"
"GADD45G","hsa-mir-3922","ibuprofen"
"GATA4","hsa-mir-195","tacrolimus"
"GBF1","hsa-mir-505","methotrexate"
"GBF1","hsa-mir-6726","methotrexate"
"GBF1","hsa-mir-7-3","methotrexate"
"GBF1","hsa-mir-1307","methotrexate"
"GCLC","hsa-mir-496","cisplatin"
"GDF10","hsa-mir-3117","methotrexate"
"GIT1","hsa-mir-125a","cytarabine"
"GIT1","hsa-mir-4443","cytarabine"
"GIT1","hsa-mir-423","cytarabine"
"GJA1","hsa-mir-1-2","cisplatin"
"GJA1","hsa-mir-1-2","methotrexate"
"GNAI1","hsa-mir-3615","progesterone"
"GNAI1","hsa-mir-3615","isoproterenol"
"GNAI1","hsa-mir-3615","aspirin"
"GNAI1","hsa-mir-3615","salmeterol"
"GNAI2","hsa-mir-191","salmeterol"
"GNAI3","hsa-mir-598","salmeterol"
"GNAI3","hsa-mir-197","salmeterol"
"GNAS","hsa-mir-3936","desonide"
"GNAS","hsa-mir-3936","flunisolide"
"GNAS","hsa-mir-3936","sibutramine"
"GNAS","hsa-mir-3936","methylprednisolone"
"GNAS","hsa-mir-3936","epinephrine"
"GNAS","hsa-mir-3936","prednisolone"
"GNAS","hsa-mir-3936","cisplatin"
"GNAS","hsa-mir-3936","hydrocortisone"
"GNAS","hsa-mir-3936","isoproterenol"
"GNAS","hsa-mir-3936","budesonide"
"GNAS","hsa-mir-3936","triamcinolone"
"GNAS","hsa-mir-3936","glucose"
"GNAS","hsa-mir-3936","dopamine"
"GNAS","hsa-mir-3936","dexamethasone"
"GNAS","hsa-mir-3936","progesterone"
"GNAS","hsa-mir-3936","prednisone"
"GNAS","hsa-mir-3936","salmeterol"
"GNAS","hsa-mir-3936","beclomethasone"
"GNB1","hsa-mir-200a","budesonide"
"GNB1","hsa-mir-200a","prednisone"
"GNB1","hsa-mir-200a","dopamine"
"GNB1","hsa-mir-200a","dexamethasone"
"GNB1","hsa-mir-200a","aspirin"
"GNB1","hsa-mir-200a","flunisolide"
"GNB1","hsa-mir-200a","beclomethasone"
"GNB1","hsa-mir-200a","hydrocortisone"
"GNB1","hsa-mir-200a","glucose"
"GNB1","hsa-mir-200a","progesterone"
"GNB1","hsa-mir-200a","prednisolone"
"GNB1","hsa-mir-200a","desonide"
"GNB1","hsa-mir-200a","triamcinolone"
"GNB1","hsa-mir-200a","methylprednisolone"
"GRB2","hsa-mir-548d-1","imatinib"
"GRB2","hsa-mir-548d-1","tacrolimus"
"GRB2","hsa-mir-548d-1","chloroquine"
"GRM3","hsa-mir-548aw","olanzapine"
"GSK3B","hsa-mir-484","fluoxetine"
"GSK3B","hsa-mir-484","citalopram"
"GSK3B","hsa-mir-484","glucose"
"GSK3B","hsa-mir-484","tacrolimus"
"GSK3B","hsa-mir-484","imatinib"
"GSK3B","hsa-mir-4793","fluoxetine"
"GSK3B","hsa-mir-4793","citalopram"
"GSK3B","hsa-mir-4793","glucose"
"GSK3B","hsa-mir-4793","tacrolimus"
"GSK3B","hsa-mir-4793","imatinib"
"GTF2A1","hsa-mir-345","prednisolone"
"GTF2A1","hsa-mir-345","triamcinolone"
"GTF2A1","hsa-mir-345","budesonide"
"GTF2A1","hsa-mir-345","prednisone"
"GTF2A1","hsa-mir-345","hydrocortisone"
"GTF2A1","hsa-mir-345","flunisolide"
"GTF2A1","hsa-mir-345","estrone"
"GTF2A1","hsa-mir-345","estradiol"
"GTF2A1","hsa-mir-345","beclomethasone"
"GTF2A1","hsa-mir-345","desonide"
"GTF2A1","hsa-mir-345","dexamethasone"
"GTF2A1","hsa-mir-345","methylprednisolone"
"GTF2B","hsa-mir-186","desonide"
"GTF2B","hsa-mir-186","flunisolide"
"GTF2B","hsa-mir-186","prednisolone"
"GTF2B","hsa-mir-186","triamcinolone"
"GTF2B","hsa-mir-186","hydrocortisone"
"GTF2B","hsa-mir-186","beclomethasone"
"GTF2B","hsa-mir-186","budesonide"
"GTF2B","hsa-mir-186","prednisone"
"GTF2B","hsa-mir-186","methylprednisolone"
"GTF2B","hsa-mir-186","dexamethasone"
"H2AX","hsa-mir-324","cisplatin"
"HAND2","hsa-mir-222","tacrolimus"
"HARS2","hsa-let-7e","glycine"
"HAT1","hsa-mir-3622b","methotrexate"
"HDAC1","hsa-mir-148b","estrone"
"HDAC1","hsa-mir-148b","estradiol"
"HDAC9","hsa-mir-509-3","tacrolimus"
"HIF1A","hsa-mir-5582","doxorubicin"
"HIF1A","hsa-mir-5582","etoposide"
"HIF1A","hsa-mir-5582","glucose"
"HIF1A","hsa-mir-5582","mitoxantrone"
"HOMER1","hsa-mir-411","cocaine"
"HPRT1","hsa-mir-664a","cisplatin"
"HPRT1","hsa-mir-664a","gemcitabine"
"HPRT1","hsa-mir-664a","methotrexate"
"HPRT1","hsa-mir-664a","adenosine"
"IGFBP1","hsa-mir-135b","docetaxel"
"IGFBP1","hsa-mir-135b","gemcitabine"
"IGFBP1","hsa-mir-135b","cisplatin"
"IGFBP1","hsa-mir-5582","docetaxel"
"IGFBP1","hsa-mir-5582","gemcitabine"
"IGFBP1","hsa-mir-5582","cisplatin"
"IGFBP4","hsa-mir-196b","methotrexate"
"IGFBP4","hsa-mir-5699","methotrexate"
"IL1RN","hsa-mir-3150a","methotrexate"
"INSR","hsa-mir-5002","glucose"
"INSR","hsa-mir-5002","prednisolone"
"IRF2BP2","hsa-mir-155","cisplatin"
"IRF2BP2","hsa-mir-548f-1","cisplatin"
"IRS1","hsa-mir-4449","letrozole"
"IRS1","hsa-mir-361","letrozole"
"IRS1","hsa-mir-10b","letrozole"
"ITGB3","hsa-mir-6511b-1","pravastatin"
"ITGB3","hsa-mir-6511b-1","clopidogrel"
"ITGB3","hsa-mir-6511b-1","aspirin"
"JAG1","hsa-mir-3615","tamoxifen"
"JAG1","hsa-mir-3615","estradiol"
"JUN","hsa-mir-182","tacrolimus"
"JUN","hsa-mir-182","methotrexate"
"JUN","hsa-mir-182","imatinib"
"JUN","hsa-mir-182","glucose"
"JUN","hsa-mir-182","chloroquine"
"KATNB1","hsa-mir-205","methotrexate"
"KATNB1","hsa-mir-328","methotrexate"
"KCNE2","hsa-mir-1468","sulfamethoxazole"
"KCNE2","hsa-mir-1468","domperidone"
"KCNE2","hsa-mir-1468","droperidol"
"KCNE2","hsa-mir-1468","disopyramide"
"KCNE2","hsa-mir-1468","pimozide"
"KCNE2","hsa-mir-1468","methadone"
"KCNE2","hsa-mir-1468","chloroquine"
"KCNE2","hsa-mir-1468","haloperidol"
"KCNE2","hsa-mir-1468","quinidine"
"KCNE2","hsa-mir-1468","amiodarone"
"KCNE2","hsa-mir-1468","bepridil"
"KCNE2","hsa-mir-1468","procainamide"
"KCNE2","hsa-mir-1468","sotalol"
"KCNE2","hsa-mir-1468","thioridazine"
"KCNE2","hsa-mir-1468","erythromycin"
"KCNE2","hsa-mir-1468","sparfloxacin"
"KCNE2","hsa-mir-1468","chlorpromazine"
"KCNH2","hsa-mir-4793","loratadine"
"KCNH2","hsa-mir-4793","chlorpheniramine"
"KCNH2","hsa-mir-4793","perhexiline"
"KCNH2","hsa-mir-4793","domperidone"
"KCNH2","hsa-mir-4793","amiodarone"
"KCNH2","hsa-mir-4793","chloroquine"
"KCNH2","hsa-mir-4793","thioridazine"
"KCNH2","hsa-mir-4793","mexiletine"
"KCNH2","hsa-mir-4793","sotalol"
"KCNH2","hsa-mir-4793","quinidine"
"KCNH2","hsa-mir-4793","disopyramide"
"KCNH2","hsa-mir-4793","hydroxyzine"
"KCNH2","hsa-mir-4793","moxifloxacin"
"KCNH2","hsa-mir-4793","trazodone"
"KCNH2","hsa-mir-4793","bepridil"
"KCNH2","hsa-mir-4793","lovastatin"
"KCNH2","hsa-mir-4793","olanzapine"
"KCNH2","hsa-mir-4793","haloperidol"
"KCNH2","hsa-mir-4793","chlorpromazine"
"KCNH2","hsa-mir-4793","fluoxetine"
"KCNH2","hsa-mir-4793","pimozide"
"KCNH2","hsa-mir-4793","doxepin"
"KCNH2","hsa-mir-4793","sparfloxacin"
"KCNH2","hsa-mir-4793","droperidol"
"KCNH2","hsa-mir-4793","methadone"
"KCNH2","hsa-mir-4793","fluvoxamine"
"KCNH2","hsa-mir-4793","cimetidine"
"KCNH2","hsa-mir-4793","procainamide"
"KCNH2","hsa-mir-4793","erythromycin"
"KCNH2","hsa-mir-4793","quetiapine"
"KCNQ1","hsa-mir-7-1","thioridazine"
"KCNQ1","hsa-mir-7-1","sotalol"
"KCNQ1","hsa-mir-7-1","disopyramide"
"KCNQ1","hsa-mir-7-1","quinidine"
"KCNQ1","hsa-mir-7-1","epinephrine"
"KCNQ1","hsa-mir-7-1","amiodarone"
"KCNQ1","hsa-mir-7-1","haloperidol"
"KCNQ1","hsa-mir-7-1","pimozide"
"KCNQ1","hsa-mir-7-1","chlorpromazine"
"KCNQ1","hsa-mir-7-1","bepridil"
"KCNQ1","hsa-mir-7-1","procainamide"
"KCNQ1","hsa-mir-7-1","droperidol"
"KCNQ1","hsa-mir-7-1","erythromycin"
"KCNQ1","hsa-mir-7-1","sibutramine"
"KCNQ1","hsa-mir-7-1","chloroquine"
"KCNQ1","hsa-mir-7-1","sparfloxacin"
"KCNQ1","hsa-mir-7-1","methadone"
"KCNQ1","hsa-mir-7-1","domperidone"
"KCNQ1","hsa-let-7a-1","thioridazine"
"KCNQ1","hsa-let-7a-1","sotalol"
"KCNQ1","hsa-let-7a-1","disopyramide"
"KCNQ1","hsa-let-7a-1","quinidine"
"KCNQ1","hsa-let-7a-1","epinephrine"
"KCNQ1","hsa-let-7a-1","amiodarone"
"KCNQ1","hsa-let-7a-1","haloperidol"
"KCNQ1","hsa-let-7a-1","pimozide"
"KCNQ1","hsa-let-7a-1","chlorpromazine"
"KCNQ1","hsa-let-7a-1","bepridil"
"KCNQ1","hsa-let-7a-1","procainamide"
"KCNQ1","hsa-let-7a-1","droperidol"
"KCNQ1","hsa-let-7a-1","erythromycin"
"KCNQ1","hsa-let-7a-1","sibutramine"
"KCNQ1","hsa-let-7a-1","chloroquine"
"KCNQ1","hsa-let-7a-1","sparfloxacin"
"KCNQ1","hsa-let-7a-1","methadone"
"KCNQ1","hsa-let-7a-1","domperidone"
"KIF3A","hsa-mir-107","methotrexate"
"KISS1","hsa-mir-6892","estrone"
"KISS1","hsa-mir-6892","estradiol"
"KISS1","hsa-mir-4725","estrone"
"KISS1","hsa-mir-4725","estradiol"
"KIT","hsa-mir-939","cisplatin"
"KIT","hsa-mir-939","imatinib"
"KLF9","hsa-mir-628","prednisolone"
"KLK6","hsa-mir-194-1","tacrolimus"
"KLK6","hsa-mir-194-1","colchicine"
"KLK6","hsa-mir-194-1","dopamine"
"KPNA2","hsa-mir-5690","tacrolimus"
"KPNB1","hsa-mir-423","tacrolimus"
"KPNB1","hsa-mir-1227","tacrolimus"
"LCK","hsa-mir-150","tacrolimus"
"LCK","hsa-mir-150","imatinib"
"LDHA","hsa-mir-4782","glucose"
"LRP5","hsa-mir-196a-1","risedronate"
"LTB","hsa-mir-5008","abacavir"
"LTB","hsa-mir-5008","carbamazepine"
"LTB","hsa-mir-150","abacavir"
"LTB","hsa-mir-150","carbamazepine"
"LYPLA1","hsa-mir-4748","tetrahydrobiopterin"
"MAGEA12","hsa-mir-4793","cisplatin"
"MAGEA12","hsa-mir-651","cisplatin"
"MAGEA12","hsa-mir-636","cisplatin"
"MAGEA3","hsa-mir-636","cisplatin"
"MAGEA3","hsa-mir-6741","cisplatin"
"MAGEA3","hsa-mir-4793","cisplatin"
"MAGEA3","hsa-mir-4651","cisplatin"
"MAGEA3","hsa-mir-497","cisplatin"
"MAGEA6","hsa-mir-6741","cisplatin"
"MAP2K4","hsa-mir-324","chloroquine"
"MAP2K4","hsa-mir-324","imatinib"
"MAP2K4","hsa-mir-324","tacrolimus"
"MAP2K4","hsa-mir-744","chloroquine"
"MAP2K4","hsa-mir-744","imatinib"
"MAP2K4","hsa-mir-744","tacrolimus"
"MAP2K4","hsa-mir-4758","chloroquine"
"MAP2K4","hsa-mir-4758","imatinib"
"MAP2K4","hsa-mir-4758","tacrolimus"
"MAP3K1","hsa-mir-496","chloroquine"
"MAP3K1","hsa-mir-496","imatinib"
"MAP3K1","hsa-mir-496","tacrolimus"
"MAP3K1","hsa-mir-664a","chloroquine"
"MAP3K1","hsa-mir-664a","imatinib"
"MAP3K1","hsa-mir-664a","tacrolimus"
"MAPK1","hsa-mir-1224","chloroquine"
"MAPK1","hsa-mir-1224","colchicine"
"MAPK1","hsa-mir-1224","dopamine"
"MAPK1","hsa-mir-1224","progesterone"
"MAPK1","hsa-mir-1224","aspirin"
"MAPK1","hsa-mir-1224","tacrolimus"
"MAPK1","hsa-mir-1224","isoproterenol"
"MAPK12","hsa-mir-5582","cisplatin"
"MAPK12","hsa-mir-1260b","cisplatin"
"MAPK3","hsa-mir-34b","aspirin"
"MAPK3","hsa-mir-34b","imatinib"
"MAPK3","hsa-mir-34b","tacrolimus"
"MAPK3","hsa-mir-34b","progesterone"
"MAPK3","hsa-mir-34b","chloroquine"
"MAPK3","hsa-mir-34b","isoproterenol"
"MAPK3","hsa-mir-19b-2","aspirin"
"MAPK3","hsa-mir-19b-2","imatinib"
"MAPK3","hsa-mir-19b-2","tacrolimus"
"MAPK3","hsa-mir-19b-2","progesterone"
"MAPK3","hsa-mir-19b-2","chloroquine"
"MAPK3","hsa-mir-19b-2","isoproterenol"
"MAPK3","hsa-mir-19b-1","aspirin"
"MAPK3","hsa-mir-19b-1","imatinib"
"MAPK3","hsa-mir-19b-1","tacrolimus"
"MAPK3","hsa-mir-19b-1","progesterone"
"MAPK3","hsa-mir-19b-1","chloroquine"
"MAPK3","hsa-mir-19b-1","isoproterenol"
"MAPK7","hsa-mir-1180","docetaxel"
"MAPK9","hsa-mir-3942","tacrolimus"
"MARS2","hsa-mir-127","glycine"
"MASP1","hsa-mir-378a","magnesium"
"MAX","hsa-mir-3936","estradiol"
"MAX","hsa-mir-3936","methotrexate"
"MAX","hsa-mir-3936","estrone"
"MCHR1","hsa-mir-29b-1","clozapine"
"MCHR1","hsa-mir-29b-1","olanzapine"
"MCHR1","hsa-mir-29b-1","haloperidol"
"MECP2","hsa-mir-6837","tamoxifen"
"MECP2","hsa-mir-600","tamoxifen"
"MED12L","hsa-mir-92b","clopidogrel"
"MED12L","hsa-mir-92b","ticlopidine"
"MED12L","hsa-mir-92b","aspirin"
"MEF2C","hsa-mir-660","tacrolimus"
"MEF2C","hsa-mir-660","estrone"
"MEF2C","hsa-mir-660","estradiol"
"MEF2D","hsa-mir-6865","tacrolimus"
"MITF","hsa-mir-511","imatinib"
"MMP3","hsa-mir-6508","pravastatin"
"MMP9","hsa-mir-4419b","cisplatin"
"MMP9","hsa-mir-4419b","celecoxib"
"MSH2","hsa-mir-483","temozolomide"
"MSH2","hsa-mir-582","temozolomide"
"MSH6","hsa-mir-212","prednisone"
"MTHFR","hsa-mir-6806","cytarabine"
"MTHFR","hsa-mir-6806","cyclophosphamide"
"MTHFR","hsa-mir-6806","cyanocobalamin"
"MTHFR","hsa-mir-6806","docetaxel"
"MTHFR","hsa-mir-6806","doxorubicin"
"MTHFR","hsa-mir-6806","irinotecan"
"MTHFR","hsa-mir-6806","methotrexate"
"MTHFR","hsa-mir-6806","topotecan"
"MTHFR","hsa-mir-6806","etoposide"
"MTHFR","hsa-mir-6806","leucovorin"
"MTHFR","hsa-mir-6806","paclitaxel"
"MTHFR","hsa-mir-6806","glycine"
"MTHFR","hsa-mir-6806","prednisone"
"MTHFR","hsa-mir-6806","dexamethasone"
"MTHFR","hsa-mir-6806","oxaliplatin"
"MTHFR","hsa-mir-6806","pravastatin"
"MTHFR","hsa-mir-6806","vincristine"
"MTHFR","hsa-mir-6806","pyridoxine"
"MTHFR","hsa-mir-580","cytarabine"
"MTHFR","hsa-mir-580","cyclophosphamide"
"MTHFR","hsa-mir-580","cyanocobalamin"
"MTHFR","hsa-mir-580","docetaxel"
"MTHFR","hsa-mir-580","doxorubicin"
"MTHFR","hsa-mir-580","irinotecan"
"MTHFR","hsa-mir-580","methotrexate"
"MTHFR","hsa-mir-580","topotecan"
"MTHFR","hsa-mir-580","etoposide"
"MTHFR","hsa-mir-580","leucovorin"
"MTHFR","hsa-mir-580","paclitaxel"
"MTHFR","hsa-mir-580","glycine"
"MTHFR","hsa-mir-580","prednisone"
"MTHFR","hsa-mir-580","dexamethasone"
"MTHFR","hsa-mir-580","oxaliplatin"
"MTHFR","hsa-mir-580","pravastatin"
"MTHFR","hsa-mir-580","vincristine"
"MTHFR","hsa-mir-580","pyridoxine"
"MTOR","hsa-mir-17","doxorubicin"
"MTOR","hsa-let-7c","doxorubicin"
"MTOR","hsa-mir-200a","doxorubicin"
"MYD88","hsa-mir-885","dexamethasone"
"MYT1","hsa-mir-3936","progesterone"
"MYT1","hsa-mir-556","progesterone"
"MYT1","hsa-mir-4793","progesterone"
"NAMPT","hsa-mir-1537","niacin"
"NCOR2","hsa-mir-4523","salbutamol"
"NDUFAB1","hsa-mir-455","metformin"
"NF1","hsa-mir-423","beclomethasone"
"NF1","hsa-mir-423","methylprednisolone"
"NF1","hsa-mir-423","prednisone"
"NF1","hsa-mir-423","desonide"
"NF1","hsa-mir-423","flunisolide"
"NF1","hsa-mir-423","triamcinolone"
"NF1","hsa-mir-423","hydrocortisone"
"NF1","hsa-mir-423","prednisolone"
"NF1","hsa-mir-423","dexamethasone"
"NF1","hsa-mir-423","budesonide"
"NF1","hsa-mir-4726","beclomethasone"
"NF1","hsa-mir-4726","methylprednisolone"
"NF1","hsa-mir-4726","prednisone"
"NF1","hsa-mir-4726","desonide"
"NF1","hsa-mir-4726","flunisolide"
"NF1","hsa-mir-4726","triamcinolone"
"NF1","hsa-mir-4726","hydrocortisone"
"NF1","hsa-mir-4726","prednisolone"
"NF1","hsa-mir-4726","dexamethasone"
"NF1","hsa-mir-4726","budesonide"
"NMT1","hsa-mir-6741","methotrexate"
"NMT1","hsa-mir-423","methotrexate"
"NOS1AP","hsa-mir-556","isradipine"
"NOS3","hsa-mir-17","glucose"
"NOS3","hsa-mir-17","tetrahydrobiopterin"
"NOS3","hsa-mir-17","prednisone"
"NOS3","hsa-mir-17","doxorubicin"
"NOS3","hsa-mir-17","hydrochlorothiazide"
"NOS3","hsa-mir-17","phenylephrine"
"NOS3","hsa-mir-17","dexamethasone"
"NOS3","hsa-mir-17","acetylcholine"
"NOS3","hsa-mir-17","budesonide"
"NOS3","hsa-mir-17","tamoxifen"
"NOS3","hsa-mir-17","flunisolide"
"NOS3","hsa-mir-17","hydralazine"
"NOS3","hsa-mir-17","cyclophosphamide"
"NOS3","hsa-mir-17","desonide"
"NOS3","hsa-mir-17","hydrocortisone"
"NOS3","hsa-mir-17","methyldopa"
"NOS3","hsa-mir-17","methylprednisolone"
"NOS3","hsa-mir-17","prednisolone"
"NOS3","hsa-mir-17","fluvastatin"
"NOS3","hsa-mir-17","sildenafil"
"NOS3","hsa-mir-17","nitroglycerin"
"NOS3","hsa-mir-17","atorvastatin"
"NOS3","hsa-mir-17","methotrexate"
"NOS3","hsa-mir-17","triamcinolone"
"NOS3","hsa-mir-17","beclomethasone"
"NOS3","hsa-mir-374a","glucose"
"NOS3","hsa-mir-374a","tetrahydrobiopterin"
"NOS3","hsa-mir-374a","prednisone"
"NOS3","hsa-mir-374a","doxorubicin"
"NOS3","hsa-mir-374a","hydrochlorothiazide"
"NOS3","hsa-mir-374a","phenylephrine"
"NOS3","hsa-mir-374a","dexamethasone"
"NOS3","hsa-mir-374a","acetylcholine"
"NOS3","hsa-mir-374a","budesonide"
"NOS3","hsa-mir-374a","tamoxifen"
"NOS3","hsa-mir-374a","flunisolide"
"NOS3","hsa-mir-374a","hydralazine"
"NOS3","hsa-mir-374a","cyclophosphamide"
"NOS3","hsa-mir-374a","desonide"
"NOS3","hsa-mir-374a","hydrocortisone"
"NOS3","hsa-mir-374a","methyldopa"
"NOS3","hsa-mir-374a","methylprednisolone"
"NOS3","hsa-mir-374a","prednisolone"
"NOS3","hsa-mir-374a","fluvastatin"
"NOS3","hsa-mir-374a","sildenafil"
"NOS3","hsa-mir-374a","nitroglycerin"
"NOS3","hsa-mir-374a","atorvastatin"
"NOS3","hsa-mir-374a","methotrexate"
"NOS3","hsa-mir-374a","triamcinolone"
"NOS3","hsa-mir-374a","beclomethasone"
"NPM1","hsa-mir-4651","vincristine"
"NPM1","hsa-mir-4651","mitoxantrone"
"NPM1","hsa-mir-4651","imatinib"
"NPM1","hsa-mir-4651","cytarabine"
"NPM1","hsa-mir-4651","etoposide"
"NR3C1","hsa-mir-6762","flunisolide"
"NR3C1","hsa-mir-6762","prednisolone"
"NR3C1","hsa-mir-6762","cytarabine"
"NR3C1","hsa-mir-6762","methylprednisolone"
"NR3C1","hsa-mir-6762","budesonide"
"NR3C1","hsa-mir-6762","methotrexate"
"NR3C1","hsa-mir-6762","ketoconazole"
"NR3C1","hsa-mir-6762","triamcinolone"
"NR3C1","hsa-mir-6762","estrone"
"NR3C1","hsa-mir-6762","nortriptyline"
"NR3C1","hsa-mir-6762","dexamethasone"
"NR3C1","hsa-mir-6762","miconazole"
"NR3C1","hsa-mir-6762","hydrocortisone"
"NR3C1","hsa-mir-6762","beclomethasone"
"NR3C1","hsa-mir-6762","estradiol"
"NR3C1","hsa-mir-6762","troglitazone"
"NR3C1","hsa-mir-6762","prednisone"
"NR3C1","hsa-mir-6762","etoposide"
"NR3C1","hsa-mir-6762","pioglitazone"
"NR3C1","hsa-mir-6762","desonide"
"NR3C1","hsa-mir-6762","leucovorin"
"NR3C1","hsa-mir-6762","vincristine"
